,ALPAU FP Equity_DX_SI_QTY,ALPAU FP Equity_DX_SHORT_INTEREST_VALUE,ALPAU FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALPAU FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALPAU FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALPAU FP Equity_DX_SI_MV,ALPAU FP Equity_DX_DSS,ALPAU FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALPAU FP Equity_DX_SUPPLY_SI_QTY,ALPAU FP Equity_DX_BROKER_SI_QTY,ALPAU FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALPAU FP Equity_DX_BROKER_SI_QTY_ADD,ALPAU FP Equity_DX_SUPPLY_SI_MV_DEC,ALPAU FP Equity_DX_SUPPLY_SI_QTY_DEC,ALPAU FP Equity_DX_BROKER_SI_MV_ADD,ALPAU FP Equity_DX_SUPPLY_SI_QTY_ADD,ALPAU FP Equity_DX_BROKER_SI_QTY_DEC,ALPAU FP Equity_DX_SUPPLY_SI_MV,ALPAU FP Equity_DX_BROKER_SI_MV_DEC,ALPAU FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALPAU FP Equity_DX_UTILIZATION_QUANTITY,ALPAU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALPAU FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALPAU FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALPAU FP Equity_DX_ACTIVE_UTILIZATION_MV,ALPAU FP Equity_DX_BROKER_SI_CON_RATIO,ALPAU FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALPAU FP Equity_DX_DEMAND_SUPPLY_RATIO
2022-09-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,7325.1,0.01,0.0,0.0,,0.0
2022-09-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,7447.19,0.01,0.0,0.0,,0.0
2022-09-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,7108.06,0.01,0.0,0.0,,0.0
2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,6918.15,0.01,0.0,0.0,,0.0
2022-09-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,6850.33,0.01,0.0,0.0,,0.0
2022-09-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,6972.41,0.01,0.0,0.0,,0.0
2022-09-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,6863.89,0.01,0.0,0.0,,0.0
2022-09-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,6945.28,0.01,0.0,0.0,,0.0
2022-10-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,7080.93,0.01,0.0,0.0,,0.0
2022-10-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,6945.28,0.01,0.0,0.0,,0.0
2022-10-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,6782.5,0.01,0.0,0.0,,0.0
2022-10-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,6375.55,0.01,0.0,0.0,,0.0
2022-10-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,6402.68,0.01,0.0,0.0,,0.0
2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7934.64,0.01,0.0,0.0,,0.0
2022-10-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7619.9,0.01,0.0,0.0,,0.0
2022-10-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7619.9,0.01,0.0,0.0,,0.0
2022-10-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7619.9,0.01,0.0,0.0,,0.0
2022-10-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7603.34,0.01,0.0,0.0,,0.0
2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7553.64,0.01,0.0,0.0,,0.0
2022-10-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7802.12,0.01,0.0,0.0,,0.0
2022-10-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8613.8,0.01,0.0,0.0,,0.0
2022-10-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8116.85,0.01,0.0,0.0,,0.0
2022-10-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8116.85,0.01,0.0,0.0,,0.0
2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8000.9,0.01,0.0,0.0,,0.0
2022-10-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8249.37,0.01,0.0,0.0,,0.0
2022-10-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8332.2,0.01,0.0,0.0,,0.0
2022-10-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7901.51,0.01,0.0,0.0,,0.0
2022-10-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7868.38,0.01,0.0,0.0,,0.0
2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7868.38,0.01,0.0,0.0,,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7619.9,0.01,0.0,0.0,,0.0
2022-11-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7421.12,0.01,0.0,0.0,,0.0
2022-11-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7487.38,0.01,0.0,0.0,,0.0
2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7951.2,0.01,0.0,0.0,,0.0
2022-11-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7951.2,0.01,0.0,0.0,,0.0
2022-11-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7934.64,0.01,0.0,0.0,,0.0
2022-11-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,7951.2,0.01,0.0,0.0,,0.0
2022-11-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8050.59,0.01,0.0,0.0,,0.0
2022-11-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8116.85,0.01,0.0,0.0,,0.0
2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8746.32,0.01,0.0,0.0,,0.0
2022-11-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9110.75,0.01,0.0,0.0,,0.0
2022-11-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,8779.45,0.01,0.0,0.0,,0.0
2022-11-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9740.22,0.01,0.0,0.0,,0.0
2022-11-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9740.22,0.01,0.0,0.0,,0.0
2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,8213.96,0.01,0.0,0.0,,0.0
2022-11-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,8199.9,0.01,0.0,0.0,,0.0
2022-11-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,8228.03,0.01,0.0,0.0,,0.0
2022-11-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7735.75,0.01,0.0,0.0,,0.0
2022-11-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,8284.29,0.01,0.0,0.0,,0.0
2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7735.75,0.01,0.0,0.0,,0.0
2022-11-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,8031.12,0.01,0.0,0.0,,0.0
2022-11-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7763.88,0.01,0.0,0.0,,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7609.17,0.01,0.0,0.0,,0.0
2022-12-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7595.1,0.01,0.0,0.0,,0.0
2022-12-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7595.1,0.01,0.0,0.0,,0.0
2022-12-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7623.23,0.01,0.0,0.0,,0.0
2022-12-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7679.49,0.01,0.0,0.0,,0.0
2022-12-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7679.49,0.01,0.0,0.0,,0.0
2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7454.45,0.01,0.0,0.0,,0.0
2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7454.45,0.01,0.0,0.0,,0.0
2022-12-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7454.45,0.01,0.0,0.0,,0.0
2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7074.7,0.01,0.0,0.0,,0.0
2022-12-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7032.5,0.01,0.0,0.0,,0.0
2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7032.5,0.01,0.0,0.0,,0.0
2022-12-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7032.5,0.01,0.0,0.0,,0.0
2022-12-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,6891.85,0.01,0.0,0.0,,0.0
2022-12-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7004.37,0.01,0.0,0.0,,0.0
2022-12-22,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,6863.72,0.01,0.0,0.0,,0.0
2022-12-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,6962.18,0.01,0.0,0.0,,0.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,6962.18,0.01,0.0,0.0,,0.0
2022-12-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,6737.14,0.01,0.0,0.0,,0.0
2022-12-28,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,6540.23,0.01,0.0,0.0,,0.0
2022-12-29,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,6807.46,0.01,0.0,0.0,,0.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7032.5,0.01,0.0,0.0,,0.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7243.48,0.01,0.0,0.0,,0.0
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7552.91,0.01,0.0,0.0,,0.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7538.84,0.01,0.0,0.0,,0.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7370.06,0.01,0.0,0.0,,0.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7440.39,0.01,0.0,0.0,,0.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7440.39,0.01,0.0,0.0,,0.0
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7229.41,0.01,0.0,0.0,,0.0
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7454.45,0.01,0.0,0.0,,0.0
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7130.96,0.01,0.0,0.0,,0.0
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7060.63,0.01,0.0,0.0,,0.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7116.89,0.01,0.0,0.0,,0.0
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,6976.24,0.01,0.0,0.0,,0.0
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,6976.24,0.01,0.0,0.0,,0.0
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,7018.44,0.01,0.0,0.0,,0.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2813.0,8213.96,0.01,0.0,0.0,,0.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2916.0,8602.2,0.01,0.0,0.0,,0.0
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3413.0,10068.35,0.01,0.0,0.0,,0.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,7474.32,0.01,0.0,0.0,,0.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,7677.79,0.01,0.0,0.0,,0.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,7840.57,0.01,0.0,0.0,,0.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,7962.66,0.01,0.0,0.0,,0.0
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,2713.0,7962.66,0.01,0.0,0.0,,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9292.97,0.01,0.0,0.0,,0.0
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9442.05,0.01,0.0,0.0,,0.0
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9723.66,0.01,0.0,0.0,,0.0
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9508.31,0.01,0.0,0.0,,0.0
2023-02-07,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9541.44,0.01,0.0,0.0,,0.0
2023-02-08,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9127.32,0.01,0.0,0.0,,0.0
2023-02-09,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9143.88,0.01,0.0,0.0,,0.0
2023-02-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9110.75,0.01,0.0,0.0,,0.0
2023-02-13,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9110.75,0.01,0.0,0.0,,0.0
2023-02-14,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9011.36,0.01,0.0,0.0,,0.0
2023-02-15,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9442.05,0.01,0.0,0.0,,0.0
2023-02-16,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9276.4,0.01,0.0,0.0,,0.0
2023-02-17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9408.92,0.01,0.0,0.0,,0.0
2023-02-20,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9359.23,0.01,0.0,0.0,,0.0
2023-02-21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,3313.0,9110.75,0.01,0.0,0.0,,0.0
